Date,Open,Close,High,Low,Volume
2021/8/11,443.820007,443.779999,443.880005,442.619995,44034300
2021/8/12,443.619995,445.109985,445.26001,442.660004,38909400
2021/8/13,445.589996,445.920013,445.940002,445.070007,39470300
2021/8/16,444.529999,446.970001,447.109985,442.869995,73740000
2021/8/17,444.23999,444.040009,444.959991,440.850006,92673900
2021/8/18,442.959991,439.179993,444.630005,438.920013,89351900
2021/8/19,436.269989,439.859985,441.140015,436.119995,92812200
2021/8/20,440.230011,443.359985,443.709991,439.709991,72008700
2021/8/23,445.160004,447.26001,448.230011,443.440002,54973000
2021/8/24,447.970001,447.970001,448.540009,447.420013,38744700
2021/8/25,448.170013,448.910004,449.459991,447.769989,40529700
2021/8/26,448.609985,446.26001,448.859985,446.160004,57829600
2021/8/27,447.119995,450.25,450.649994,447.059998,77235100
2021/8/30,450.970001,452.230011,453.070007,450.709991,48357400
2021/8/31,452.130005,451.559998,452.48999,450.920013,59300200
2021/9/1,452.559998,451.799988,453.109985,451.549988,48721400
2021/9/2,453.320007,453.190002,454.049988,451.910004,42501000
2021/9/3,451.980011,453.079987,453.630005,451.549988,47170500
2021/9/7,452.709991,451.459991,452.809998,450.73999,51671500
2021/9/8,450.890015,450.910004,451.670013,448.859985,56181900
2021/9/9,450.700012,448.980011,452.570007,448.720001,57970400
2021/9/10,451.040009,445.440002,451.48999,445.309998,89948200
2021/9/13,448.640015,446.579987,448.920013,444.109985,83738600
2021/9/14,448.119995,444.170013,448.339996,443.220001,78197100
2021/9/15,444.619995,447.880005,448.410004,443.440002,78792200
2021/9/16,447.320007,447.170013,448.359985,444.019989,77786700
2021/9/17,444.920013,441.399994,445.369995,441.019989,118425000
2021/9/20,434.880005,434.040009,436.559998,428.859985,166445500
2021/9/21,436.529999,433.630005,437.910004,433.070007,92526100
2021/9/22,436.049988,437.859985,440.029999,433.75,102350100
2021/9/23,439.850006,443.179993,444.890015,439.600006,76396000
2021/9/24,441.440002,443.910004,444.670013,441.209991,62094800
2021/9/27,442.809998,442.640015,444.049988,441.899994,61371100
2021/9/28,439.690002,433.720001,440.040009,432.940002,130436300
2021/9/29,435.190002,434.450012,437.040009,433.850006,82329200
2021/9/30,436.019989,429.140015,436.769989,428.779999,140506000
2021/10/1,430.980011,434.23999,436.029999,427.230011,129240100
2021/10/4,433,428.640015,433.959991,426.359985,128570000
2021/10/5,430.23999,433.100006,435.48999,429.390015,90682500
2021/10/6,429.269989,434.899994,435.119995,427.540009,113032200
2021/10/7,438.390015,438.660004,441.679993,438.200012,72437500
2021/10/8,439.480011,437.859985,439.890015,437.190002,74557400
2021/10/11,437.160004,434.690002,440.26001,434.619995,65233300
2021/10/12,435.670013,433.619995,436.100006,432.779999,71181200
2021/10/13,434.709991,435.179993,436.049988,431.540009,72974000
2021/10/14,439.079987,442.5,442.660004,438.579987,70236800
2021/10/15,444.75,445.869995,446.26001,444.089996,66260200
2021/10/18,443.970001,447.190002,447.549988,443.269989,62213200
2021/10/19,448.920013,450.640015,450.709991,448.269989,46996800
2021/10/20,451.130005,452.410004,452.730011,451.01001,49571600
2021/10/21,451.769989,453.589996,453.829987,451.309998,41305400
2021/10/22,453.130005,453.119995,454.670013,451.049988,58845100
2021/10/25,454.279999,455.549988,455.899994,452.390015,45214500
2021/10/26,457.200012,455.959991,458.48999,455.559998,56075100
2021/10/27,456.450012,453.940002,457.160004,453.859985,72438000
2021/10/28,455.459991,458.320007,458.399994,455.450012,51437900
2021/10/29,455.869995,459.25,459.559998,455.559998,70162400
2021/11/1,460.299988,460.040009,460.700012,458.200012,48433600
2021/11/2,460.220001,461.899994,462.230011,460.079987,48908400
2021/11/3,461.299988,464.720001,465.149994,460.829987,52509800
2021/11/4,465.359985,466.910004,467,464.98999,52847100
2021/11/5,469.279999,468.529999,470.649994,466.920013,66390600
2021/11/8,469.700012,468.929993,470.230011,468.200012,50405200
2021/11/9,469.320007,467.380005,469.570007,465.880005,51149100
2021/11/10,465.579987,463.619995,467.380005,462.040009,69429700
2021/11/11,465.209991,463.769989,465.290009,463.75,34848500
2021/11/12,465.119995,467.269989,467.859985,464.109985,53466700
2021/11/15,468.640015,467.429993,468.809998,466.230011,46980500
2021/11/16,467.149994,469.279999,470.48999,467.070007,48857500
2021/11/17,469,468.140015,469.190002,467.480011,47858300
2021/11/18,469.23999,469.730011,470.01001,466.339996,50625600
2021/11/19,469.609985,468.890015,470.940002,468.5,57315600
2021/11/22,470.890015,467.570007,473.540009,467.350006,72762000
2021/11/23,467.220001,468.190002,469.100006,464.450012,73206500
2021/11/24,466.059998,469.440002,469.570007,465.190002,61858800
2021/11/26,462.339996,458.970001,463.899994,457.769989,112669600
2021/11/29,464.070007,464.600006,466.559998,461.730011,86268800
2021/11/30,462,455.559998,464.029999,455.299988,148559600
2021/12/1,461.640015,450.5,464.670013,450.290009,131939200
2021/12/2,450.730011,457.399994,459.070007,450.309998,127637800
2021/12/3,459.170013,453.420013,460.299988,448.920013,137331600
2021/12/6,456.130005,458.790009,460.790009,453.559998,98977500
2021/12/7,464.410004,468.279999,468.880005,458.649994,95484700
2021/12/8,468.700012,469.519989,470,466.829987,72238800
2021/12/9,468.149994,466.350006,469.630005,466.140015,61272600
2021/12/10,469.230011,470.73999,470.899994,466.51001,77159800
2021/12/13,470.190002,466.570007,470.559998,466.269989,87724700
2021/12/14,463.089996,463.359985,465.73999,460.25,97264100
2021/12/15,463.420013,470.600006,470.859985,460.73999,116899300
2021/12/16,472.570007,466.450012,472.869995,464.799988,116568600
2021/12/17,461.549988,459.869995,464.73999,458.059998,135511600
2021/12/20,454.480011,454.980011,455.399994,451.140015,107134800
2021/12/21,458.609985,463.059998,463.209991,456.309998,69806300
2021/12/22,462.790009,467.690002,467.809998,462.579987,58890200
2021/12/23,468.75,470.600006,472.190002,468.640015,56439700
2021/12/27,472.059998,477.26001,477.309998,472.01001,56808600
2021/12/28,477.720001,476.869995,478.809998,476.059998,47274600
2021/12/29,476.980011,477.480011,478.559998,475.920013,54503000
2021/12/30,477.929993,476.160004,479,475.670013,55329000
2021/12/31,475.640015,474.959991,476.859985,474.670013,65237400
2022/1/3,476.299988,477.709991,477.850006,473.850006,72668200
2022/1/4,479.220001,477.549988,479.980011,475.579987,71178700
2022/1/5,477.160004,468.380005,477.980011,468.279999,104538900
2022/1/6,467.890015,467.940002,470.820007,465.429993,86858900
2022/1/7,467.950012,466.089996,469.200012,464.649994,85111600
2022/1/10,462.700012,465.51001,465.73999,456.600006,119362000
2022/1/11,465.230011,469.75,469.850006,462.049988,74303100
2022/1/12,471.589996,471.019989,473.200012,468.940002,67605400
2022/1/13,472.190002,464.529999,472.880005,463.440002,91173100
2022/1/14,461.190002,464.720001,465.089996,459.899994,95890900
2022/1/18,459.73999,456.48999,459.959991,455.309998,109709100
2022/1/19,458.130005,451.75,459.609985,451.459991,109357600
2022/1/20,453.75,446.75,458.73999,444.5,122379700
2022/1/21,445.559998,437.980011,448.059998,437.950012,202271200
2022/1/24,432.029999,439.839996,440.380005,420.76001,251783900
2022/1/25,433.059998,434.470001,439.720001,427.149994,167997300
2022/1/26,440.720001,433.380005,444.040009,428.859985,186391100
2022/1/27,438.26001,431.23999,441.589996,429.450012,149878300
2022/1/28,432.679993,441.950012,442,427.820007,164457400
2022/1/31,441.23999,449.910004,450.279999,439.809998,152251400
2022/2/1,450.679993,452.950012,453.630005,446.940002,123155400
2022/2/2,455.5,457.350006,458.119995,453.049988,117361000
2022/2/3,450.950012,446.600006,452.970001,445.709991,118024400
2022/2/4,446.350006,448.700012,452.779999,443.829987,118454400
2022/2/7,449.51001,447.26001,450.98999,445.850006,84472900
2022/2/8,446.730011,450.940002,451.920013,445.220001,81012000
2022/2/9,455.220001,457.540009,457.880005,455.01001,92589900
2022/2/10,451.339996,449.320007,457.709991,447.200012,140103700
2022/2/11,449.410004,440.459991,451.609985,438.940002,153214600
2022/2/14,439.920013,439.019989,441.600006,435.339996,123006300
2022/2/15,443.730011,446.100006,446.279999,443.179993,88482700
2022/2/16,443.929993,446.600006,448.059998,441.940002,84863600
2022/2/17,443.220001,437.059998,446.570007,436.420013,102259100
2022/2/18,437.329987,434.230011,438.660004,431.820007,132642900
2022/2/22,431.890015,429.570007,435.5,425.859985,124391800
2022/2/23,432.660004,421.950012,433.26001,421.350006,132578000
2022/2/24,411.019989,428.299988,428.76001,410.640015,213942900
2022/2/25,429.609985,437.75,437.839996,427.859985,121804500
2022/2/28,432.029999,436.630005,438.200012,430.700012,145615000
2022/3/1,435.040009,429.980011,437.170013,427.109985,137785900
2022/3/2,432.369995,437.890015,439.720001,431.570007,117726500
2022/3/3,440.470001,435.709991,441.109985,433.799988,105501700
2022/3/4,431.75,432.170013,433.369995,427.880005,113978200
2022/3/7,431.549988,419.429993,432.299988,419.359985,137896600
2022/3/8,419.619995,416.25,427.209991,415.119995,164772700
2022/3/9,425.140015,427.410004,429.51001,422.820007,116990800
2022/3/10,422.519989,425.480011,426.429993,420.440002,93972700
2022/3/11,428.119995,420.070007,428.769989,419.529999,95636300
2022/3/14,420.890015,417,424.549988,415.790009,95729200
2022/3/15,419.769989,426.170013,426.839996,418.420013,106219100
2022/3/16,429.890015,435.619995,435.679993,424.799988,144954800
2022/3/17,433.589996,441.070007,441.070007,433.190002,102676900
2022/3/18,438,444.519989,444.859985,437.220001,106345500
2022/3/21,444.339996,444.390015,446.459991,440.679993,88349800
2022/3/22,445.859985,449.589996,450.579987,445.859985,74650400
2022/3/23,446.910004,443.799988,448.48999,443.709991,79426100
2022/3/24,445.940002,450.48999,450.5,444.76001,64736900
2022/3/25,451.160004,452.690002,452.980011,448.429993,77101300
2022/3/28,452.059998,455.910004,455.910004,450.059998,68529800
2022/3/29,460.019989,461.549988,462.070007,457.179993,86581500
2022/3/30,460.339996,458.700012,461.200012,456.470001,79666900
2022/3/31,457.890015,451.640015,458.76001,451.160004,121699900
2022/4/1,453.309998,452.920013,453.459991,449.140015,89048800
2022/4/4,453.130005,456.799988,456.910004,452.26001,59601000
2022/4/5,455.220001,451.029999,457.829987,449.820007,74214500
2022/4/6,446.890015,446.519989,448.929993,443.470001,106898000
2022/4/7,445.589996,448.769989,450.690002,443.529999,78097200
2022/4/8,447.970001,447.570007,450.630005,445.940002,79272700
2022/4/11,444.109985,439.920013,445,439.390015,89770500
2022/4/12,443.079987,438.290009,445.75,436.649994,84363600
2022/4/13,438.029999,443.309998,444.109985,437.839996,74070400
2022/4/14,443.549988,437.790009,444.730011,437.679993,97869500
2022/4/18,436.809998,437.970001,439.75,435.609985,66002500
2022/4/19,437.859985,445.040009,445.799988,437.679993,77821000
2022/4/20,446.920013,444.709991,447.570007,443.480011,65224400
2022/4/21,448.540009,438.059998,450.01001,437.100006,85417300
2022/4/22,436.910004,426.040009,438.079987,425.440002,132471800
2022/4/25,423.670013,428.51001,428.690002,418.839996,119647700
2022/4/26,425.829987,416.100006,426.040009,416.070007,103996300
2022/4/27,417.23999,417.269989,422.920013,415.01001,122030000
2022/4/28,422.290009,427.809998,429.640015,417.600006,105449100
2022/4/29,423.589996,412,425.869995,411.209991,145491100
2022/5/2,412.070007,414.480011,415.920013,405.019989,158312500
2022/5/3,415.01001,416.380005,418.929993,413.359985,100028200
2022/5/4,417.079987,429.059998,429.660004,413.709991,144247900
2022/5/5,424.549988,413.809998,425,409.440002,172929100
2022/5/6,411.100006,411.339996,414.799988,405.730011,151770800
2022/5/9,405.100006,398.170013,406.410004,396.5,155586100
2022/5/10,404.48999,399.089996,406.079987,394.820007,132497200
2022/5/11,398.070007,392.75,404.040009,391.959991,142361000
2022/5/12,389.369995,392.339996,395.799988,385.149994,125090800
2022/5/13,396.709991,401.720001,403.179993,395.609985,104174400
2022/5/16,399.980011,400.089996,403.970001,397.600006,78622400
2022/5/17,406.529999,408.320007,408.570007,402.579987,83029700
2022/5/18,403.5,391.859985,403.799988,390.549988,117674500
2022/5/19,388.619995,389.459991,394.140015,387.109985,98510700
2022/5/20,393.25,389.630005,397.029999,380.540009,131432200
2022/5/23,392.829987,396.920013,397.730011,390.380005,76414900
2022/5/24,392.559998,393.890015,395.149994,386.959991,91448800
2022/5/25,392.309998,397.369995,399.450012,391.890015,91472900
2022/5/26,398.670013,405.309998,407.040009,398.450012,82168300
2022/5/27,407.910004,415.26001,415.380005,407.700012,84768700
2022/5/31,413.549988,412.929993,416.459991,410.029999,95937000
2022/6/1,415.170013,409.589996,416.23999,406.929993,86585800
2022/6/2,409.420013,417.390015,417.440002,407.040009,79609600
2022/6/3,412.399994,410.540009,414.040009,409.51001,71874300
2022/6/6,414.779999,411.790009,416.609985,410.549988,57508900
2022/6/7,408.100006,415.73999,416.220001,407.609985,59272400
2022/6/8,413.929993,411.220001,415.820007,410.380005,64350000
2022/6/9,409.339996,401.440002,411.73999,401.440002,86289800
2022/6/10,394.880005,389.799988,395.779999,389.75,132893900
2022/6/13,379.850006,375,381.809998,373.299988,170004900
2022/6/14,376.850006,373.869995,377.940002,370.589996,104011800
2022/6/15,377.359985,379.200012,383.899994,372.119995,125666800
2022/6/16,370.51001,366.649994,370.940002,364.079987,134473300
2022/6/17,365.51001,365.859985,369.380005,362.170013,111113900
2022/6/21,371.890015,375.070007,376.529999,371.809998,76811900
2022/6/22,370.619995,374.390015,378.720001,370.179993,90059400
2022/6/23,376.640015,378.059998,378.829987,372.890015,79292100
2022/6/24,381.399994,390.079987,390.089996,381.369995,98050300
2022/6/27,391.049988,388.589996,391.359985,387.440002,66009600
2022/6/28,390.230011,380.649994,393.160004,380.529999,86548900
2022/6/29,381.230011,380.339996,382.269989,378.420013,65676000
2022/6/30,376.23999,377.25,380.660004,372.559998,112508300
2022/7/1,376.559998,381.23999,381.700012,373.799988,74839700
2022/7/5,375.880005,381.959991,381.980011,372.899994,81438000
2022/7/6,382.109985,383.25,385.869995,379.600006,70426200
2022/7/7,385.119995,388.98999,389.829987,383.269989,64525900
2022/7/8,387.269989,388.670013,390.640015,385.660004,72397800
2022/7/11,385.850006,384.230011,386.869995,383.5,58366900
2022/7/12,383.649994,380.829987,386.160004,378.98999,62219200
2022/7/13,375.100006,378.829987,381.920013,374.660004,84224600
2022/7/14,373.609985,377.910004,379.049988,371.040009,89704800
2022/7/15,382.549988,385.130005,385.25,380.540009,79060400
2022/7/18,388.380005,381.950012,389.089996,380.660004,63203600
2022/7/19,386.079987,392.269989,392.869995,385.390015,78506000
2022/7/20,392.470001,394.769989,396.26001,391.029999,71843800
2022/7/21,394.160004,398.790009,398.839996,391.630005,64903900
2022/7/22,398.920013,395.089996,400.179993,392.75,72197300
2022/7/25,395.75,395.570007,396.470001,393.209991,53631500
2022/7/26,393.839996,390.890015,394.059998,389.950012,52946400
2022/7/27,394.359985,401.040009,402.880005,394.049988,82342100
2022/7/28,401.890015,406.070007,406.799988,398.149994,73966600
2022/7/29,407.579987,411.98999,413.029999,406.769989,87003700
2022/8/1,409.149994,410.769989,413.410004,408.399994,69997500
2022/8/2,409.119995,408.059998,413,406.820007,63435400
2022/8/3,410.299988,414.450012,415.679993,410,67820600
2022/8/4,414.369995,414.170013,415.089996,412.440002,45656600
2022/8/5,409.660004,413.470001,414.149994,409.600006,56814900
2022/8/8,415.25,412.98999,417.619995,411.829987,53886100
2022/8/9,412.220001,411.350006,412.75,410.220001,44931800
2022/8/10,418.779999,419.98999,420.140015,416.720001,68665700
2022/8/11,422.98999,419.98999,424.950012,419.209991,59489700
2022/8/12,422.029999,427.100006,427.209991,421.029999,61694500
2022/8/15,424.769989,428.859985,429.410004,424.709991,54048300
2022/8/16,427.730011,429.700012,431.730011,426.880005,59289000
2022/8/17,425.910004,426.649994,429.5,424.540009,63563400
2022/8/18,426.859985,427.890015,428.609985,425.5,49023200
2022/8/19,424.980011,422.140015,425.26001,421.220001,68016900
2022/8/22,417.049988,413.350006,417.230011,412.399994,77695600
2022/8/23,412.899994,412.350006,415.420013,411.769989,49105200
2022/8/24,412.109985,413.670013,415.109985,411.390015,49177800
2022/8/25,415.23999,419.51001,419.559998,414.089996,50942300
2022/8/26,419.390015,405.309998,419.959991,405.25,103087000
2022/8/29,402.200012,402.630005,405.839996,401.200012,65370800
2022/8/30,403.850006,398.209991,404.100006,396,85652400
2022/8/31,399.929993,395.179993,401.23999,395.040009,76029700
2022/9/1,392.890015,396.420013,396.779999,390.040009,78740100
2022/9/2,400.279999,392.23999,401.559998,390.329987,99632100
2022/9/6,393.130005,390.76001,394.119995,388.420013,76637400
2022/9/7,390.429993,397.779999,398.589996,390.200012,70964200
2022/9/8,395.390015,400.380005,400.859985,394.119995,80821700
2022/9/9,402.73999,406.600006,407.51001,402.459991,76706900
2022/9/12,408.779999,410.970001,411.730011,408.459991,69256300
2022/9/13,401.829987,393.100006,403.100006,391.920013,122947100
2022/9/14,394.470001,394.600006,396.200012,391.119995,85023700
2022/9/15,392.959991,390.119995,395.959991,388.779999,87633800
2022/9/16,384.140015,385.559998,386.25,382.109985,103084800
2022/9/19,382.26001,388.549988,388.549988,382.179993,73278500
2022/9/20,385.059998,384.089996,386.119995,381.200012,77274900
2022/9/21,386.109985,377.390015,389.309998,377.380005,106746600
2022/9/22,376.579987,374.220001,378.299988,373.440002,89472600
2022/9/23,370.579987,367.950012,370.619995,363.290009,122346900
2022/9/26,366.410004,364.309998,370.209991,363.029999,92581200
2022/9/27,368.019989,363.380005,370.399994,360.869995,108294100
2022/9/28,364.380005,370.529999,372.299988,362.600006,110802200
2022/9/29,366.809998,362.790009,367.109985,359.700012,112952300
2022/9/30,361.799988,357.179993,365.910004,357.040009,153711200
2022/10/3,361.079987,366.609985,368.549988,359.209991,89756500
2022/10/4,372.399994,377.970001,378,366.570007,103602800
2022/10/5,373.390015,377.089996,379.459991,370.950012,88065700
2022/10/6,375.619995,373.200012,378.720001,372.679993,82333500
2022/10/7,368.970001,362.790009,373.290009,360.940002,107789500
2022/10/10,363.959991,360.019989,364.209991,357.670013,76042800
2022/10/11,358.23999,357.73999,363.029999,355.709991,92482800
2022/10/12,358.170013,356.559998,359.820007,356.299988,76991800
2022/10/13,349.209991,365.970001,367.51001,348.109985,147254500
2022/10/14,368.549988,357.630005,370.26001,356.959991,123737000
2022/10/17,364.01001,366.820007,367.980011,357.279999,93168200
2022/10/18,375.130005,371.130005,375.450012,367.519989,97162900
2022/10/19,368.98999,368.5,371.850006,365.549988,79746900
2022/10/20,368.029999,365.410004,372.670013,364.609985,88283100
