Date,Open,Close,High,Low,Volume,High_Open,ABER_ATR_5_15,DMN_14,AO_5_34,APO_12_26,ATRr_14,BIAS_SMA_26,CMO_14,COPC_11_14_10,DPO_20,NATR_14,QQE_14_5_4.236_RSIMA,RSI_14,RVI_14,THERMOma_20_2_0.5,ZS_30,TRIX_30_9
2021/1/29,375.630005,370.070007,376.670013,368.269989,126765100,1.0400080000000005,5.467313683632448,2.314345237585105,,,5.499554336229107,,-19.42071594,,-13.92849465,1.6288002367748096,53.06408023554194,40.289642030974186,16.548204043919522,,,
2021/2/1,373.720001,376.230011,377.339996,370.380005,75817600,3.619995,5.631848454,2.095501400685358,,,5.666966142,,0.2404913100846069,,-8.4554917,1.6461577623097736,52.08280204204206,50.12024566,28.225177117348665,3.721058315789468,,
2021/2/2,379.649994,381.549988,383.220001,376.320007,64450700,3.5700070000000323,5.752832573,1.901831190009953,,,5.7892425140078645,,13.487632142824774,,-3.477014,1.6510443692776016,53.63647338516551,56.74381607141239,38.28683263,3.932386286,,
2021/2/3,382.440002,381.850006,383.700012,380.480011,52427100,1.2600100000000225,5.532152628076265,1.729674488591539,,,5.556670797589371,,14.179749704189456,,-3.46649645,1.5422159717009194,54.78760720747525,57.08987485209473,46.961960189283225,3.954064163265302,,
2021/2/4,382.959991,386.190002,386.23999,381.970001,47142600,3.2799989999999752,5.434633382969061,1.5760351109894548,,,5.4530391405229794,,23.690348107086912,,0.6659998499999915,1.473132235500802,57.14012948949799,61.84517405354345,54.83230390418105,3.819389290573365,,
2021/2/5,388.200012,387.709991,388.470001,386.140015,48669800,0.2699890000000096,5.174425731361056,1.4384366482381403,,,5.180375601347868,,26.751958224768423,1.1857082841439568,2.0304896,1.351837475632855,59.21874603046007,63.375979112384215,61.70146767753344,3.8527821200425674,,
2021/2/8,389.269989,390.51001,390.559998,388.350006,38365200,1.2900089999999975,4.982894761653321,1.3148143502557053,,,4.980098778591999,,32.15217920554221,1.9040195115085896,4.431509600000027,1.2605008582911017,61.50452722123042,66.0760896,67.95943592028155,3.696325822895656,,
2021/2/9,389.609985,390.25,390.890015,389.170013,35551100,1.2800300000000109,4.718198416323893,1.2034329544210416,,2.0606429102563766,4.703927371058269,0.027006942,31.184985633541388,2.278018286440478,3.775500449999981,1.151927744794614,62.86718241974385,65.59249282,56.47668045358178,3.422390696905591,,
2021/2/10,392.119995,390.079987,392.279999,387.5,59154400,0.160004,4.723140433747564,1.2424400098171722,,1.7159619358974396,4.710287116341677,0.024352122,30.512369146076924,2.6631758046947094,3.4689884499999835,1.1621577553151548,63.663516470842055,65.25618457303845,46.81777284,3.255497582914581,,
2021/2/11,391.23999,390.709991,391.690002,388.100006,42913300,0.4500120000000152,4.633715483067592,1.1398187187457338,,1.5472423333333154,4.617754905670383,0.02400215,31.905655173093795,3.5635813918564074,3.123493450000012,1.1280911877353212,64.42662017607701,65.95282759,55.99657474806597,3.002593622637003,,
2021/2/12,389.850006,392.640015,392.899994,389.769989,50593300,3.049987999999985,4.516482581379086,1.0467133956742782,,2.3321781089744604,4.496229058323889,0.027084053,36.13067899552416,4.284675616906466,4.538017550000006,1.079162460724438,65.63952662,68.06533949776207,63.72270087603077,2.8756783252430025,,
2021/2/16,393.959991,392.299988,394.170013,391.529999,50972400,0.2100219999999808,4.371822600723998,0.9620812842148542,,3.046985076923136,4.346144612707781,0.024833576,34.54678245403419,5.176993917530014,4.2044892999999774,1.0258125119564785,66.18414815,67.27339122701709,52.54809392330951,2.769424199,1.627850577798637,
2021/2/17,390.420013,392.390015,392.660004,389.329987,52290600,2.239991000000032,4.2923367667150485,1.0612395723534904,,4.478908628205204,4.264752759899118,0.023923709,34.76320746977283,6.056009786413712,4.552016000000037,1.001986840346433,66.58330001391647,67.38160373488641,60.247131652459714,2.715194465788483,1.5613043320771731,0.000765558
2021/2/18,389.589996,390.720001,391.519989,387.73999,59712800,1.9299930000000245,4.319366741758269,1.1032289492901628,,5.223715525641012,4.295347774677137,0.018336372,26.412946861717803,6.224407328340939,3.0100018500000374,1.0307825197262626,65.45769115289728,63.20647343,51.07529262991388,2.608032802,1.234885521464066,0.002030937
2021/2/19,392.070007,390.029999,392.380005,389.549988,83241000,0.3099980000000073,4.207811813774761,1.016313804641086,,5.497305801282039,4.179905339703189,0.015391908,23.02119894333175,6.614230254969921,2.6194993499999555,0.9916705428936272,64.14199392582015,61.51059947166589,45.338826290542045,2.532029487867674,1.0599896973723348,0.003641213
2021/2/22,387.059998,387.029999,389.619995,386.73999,67414200,2.559997,4.139628259309717,1.1565931404607452,8.331201235294088,5.650510730769213,4.110308881304931,0.006851898,9.291135658,6.106398991199626,-0.2135008,0.9794517575351568,60.97651856026346,54.64556782915007,41.426163881752906,2.5585026794993246,0.5325901108329646,0.005302367
2021/2/23,384.660004,387.5,388.950012,380.200012,107284100,4.290008,4.479541427,1.5747787500312251,6.251496479411799,5.411984576923032,4.470723770694116,0.007163601,10.96763241,5.329176558830188,0.2900008499999558,1.1489038736536672,59.14561777552137,55.48381621,45.86186503,2.9376908052612904,0.5735809316861445,0.00701686
2021/2/24,386.329987,391.769989,392.230011,385.269989,72433900,5.9000239999999735,4.661139813014256,1.4532087691290838,5.259114849999946,5.1322417051281946,4.662892948866255,0.016628691,24.601746689738093,4.875085873981927,4.387489250000044,1.2217385821812476,60.19736963,62.300873344869046,49.02873828256464,3.140765680950691,1.1816802969744462,0.009053002
2021/2/25,390.410004,382.329987,391.880005,380.779999,146670500,1.470000999999968,5.129470546,1.6862977917056954,4.208529144,4.309034929487154,5.156975424762485,-0.008232029,-8.689482181,3.3440063239050537,-5.2200131,1.4720839987763936,55.34999939119811,45.65525890965313,45.00638260035957,3.269263235145867,-0.356260699,0.010661167
2021/2/26,384.350006,380.359985,385.579987,378.230011,152701600,1.229981000000009,5.290004771500698,1.7522393317027871,2.2788825852940136,3.620637397435928,5.324407952950183,-0.012994621,-13.86175,1.6784205380737665,-7.37851455,1.5400637424212982,51.25637459410876,43.06912499993008,39.94401188059243,3.557906546084353,-0.680955224,0.011758228
2021/3/1,385.589996,389.579987,390.920013,380.570007,105348800,5.330016999999998,5.668874825246153,1.6191132924793332,1.6021798499999704,3.373586230769206,5.722183158158781,0.01039209,11.426240018299575,0.9107946873983688,1.6609866500000408,1.6645495165991526,52.74195639912245,55.71312000914978,46.81485106035882,3.727632208362031,0.7655019655942618,0.013069306
2021/3/2,389.820007,386.540009,390.070007,386,79595300,0.25,5.554527215818483,1.4966581872986582,2.032854341,2.8853183461538947,5.597227476450719,0.002141906,3.281397848922937,-0.095384118,-1.6224911,1.594346167236072,52.37487057423546,51.64069892446148,41.29651737380467,3.889761807565649,0.2164706747232325,0.014322349
2021/3/3,385.790009,381.420013,386.829987,381.309998,119940200,1.0399780000000192,5.552069041530515,1.7371631728967782,0.9215585029411386,2.0645490256410426,5.591410302,-0.010839228,-8.808765202,-1.359075062,-6.7804876,1.5932775860615562,50.115119515838416,45.59561739904432,35.817419949508704,3.9659751592260624,-0.684953622,0.015148828
2021/3/4,381.220001,376.700012,384,371.880005,183433000,2.7799989999999752,6.017428471515939,2.314301846857063,-0.714823956,1.037243217948685,6.081203888850117,-0.02238855,-18.30326135,-2.837643337,-11.4729892,1.827130717593694,47.02620278506348,40.84836932,30.18032079719205,4.486357810728345,-1.411330215,0.015280319
2021/3/5,380.459991,383.630005,384.76001,372.640015,152039600,4.300019,6.448012923470901,2.141297968147243,-1.328909697,-0.047373038,6.5326291367563565,-0.005319242,-1.580613434,-3.439769616,-4.82099605,1.9761473249310408,47.75403295104362,49.20969328300389,40.61438011211873,4.131467543039934,-0.247089429,0.015324728
2021/3/8,384.660004,381.720001,387.679993,381.420013,123149200,3.0199890000000096,6.434797136014054,1.981757442253837,-1.829970024,-0.954680577,6.5123150154572444,-0.01067504,-5.543628745,-3.960747651,-6.83100005,1.9398893214527368,47.57875051,47.22818562732837,34.77638614057915,4.574184729,-0.558548765,0.015158936
2021/3/9,385.850006,387.170013,389.910004,385.309998,113633600,4.059998000000007,6.557716093,1.8345567826087992,-2.197911568,-1.850705282,6.636930052967781,0.001742511,6.077840353340928,-3.695372071,-1.16848805,1.9396181557106225,49.398807065426965,53.03892017667047,43.46589781,4.509022850424979,0.334714864,0.015202143
2021/3/10,389.690002,389.579987,391.399994,388.170013,109899400,1.7099919999999995,6.395248903701338,1.6986770275572955,-1.262115191,-2.151666897,6.458655033,0.006640624,10.757357197777562,-3.099256203,0.8729847000000177,1.815374228536322,51.39209757658091,55.37867859888878,50.86262010281477,4.351974483717836,0.6984523868633964,0.015581089
2021/3/11,392.230011,393.529999,395.649994,391.73999,86245000,3.419983000000002,6.372619059,1.5731925086663112,1.6066772382353065,-2.109936635,6.429944859590359,0.015637903,17.971251450431982,-2.254200888,4.041995399999962,1.7631923894054635,53.92327362612594,58.98562572521599,57.77172554503174,4.342262628125661,1.2858974610928304,0.016503513
2021/3/12,392.070007,394.059998,394.209991,391.200012,64653600,2.1399840000000268,6.139330898,1.4970530126909174,4.121792655882302,-2.388717628,6.177921224016004,0.015774625,18.91831998,-0.845462409,4.261993799999971,1.627889854159385,55.76856908098635,59.45915999070715,64.19318457675834,4.065856949256549,1.291846787424479,0.017892244
2021/3/15,394.329987,396.410004,396.690002,392.029999,73427200,2.360014999999976,6.036977681550253,1.3869815191767572,5.7089389058823485,-1.608459878,6.066315606490488,0.020797958,23.15485091758485,0.6918979795904262,6.202499700000033,1.5592142901226214,57.70485454025505,61.577425458792426,70.10770702716405,3.914824001708306,1.727271912136057,0.019805944
2021/3/16,397.070007,395.910004,397.829987,395.079987,73722500,0.7599800000000414,5.810127178051506,1.2852164702928477,7.132054355882303,-0.628010077,5.822992234734755,0.018683081,21.697861800609942,1.4034197624444065,4.957001000000048,1.445639290420953,58.75287999360503,60.84893090030497,58.31914041293579,3.832458668,1.572606972,0.022085494
2021/3/17,394.529999,397.26001,398.119995,393.299988,97959300,3.589996000000042,5.741954200100623,1.3214490537669403,7.742199514705874,-0.247623545,5.749544317601718,0.02147433,24.301858212144985,2.7473363001399456,5.111508350000008,1.4104047614039186,59.885563031094186,62.15092910607249,65.43773797840149,3.6369863188587326,1.699179266023028,0.024725511
2021/3/18,394.480011,391.480011,396.720001,390.75,115349100,2.2399900000000343,5.794721947,1.4112524012705892,7.314171905882347,0.116735173,5.805132595165415,0.00648979,7.775948968872282,3.6758994365152606,-1.80498965,1.462121195429617,57.88636684887484,53.887974484436135,55.12999215246708,3.533462669443613,0.5166464571145252,0.027215885
2021/3/19,389.880005,389.480011,391.570007,387.149994,113624500,1.690001999999993,5.700467236920162,1.5709786122708804,6.148407014705867,0.8114776730768654,5.704052279479601,0.001407229,2.688540156180137,3.966526400959025,-5.02498935,1.4249919972934633,55.70566792527992,51.34427007809006,46.65182876247822,3.687418034258512,0.09186679,0.029405871
2021/3/22,390.029999,392.589996,394.070007,389.970001,73778600,4.040008,5.624473699975066,1.4565121864302926,5.146289964705829,2.0633351217948643,5.622878647005408,0.009215806,9.817254574066553,4.218273479,-2.8860035,1.381097492212547,55.43998771253104,54.90862728703328,54.72522434251751,3.604807459567228,0.6842104880585648,0.031533782
2021/3/23,391.910004,389.5,393.459991,388.660004,90686600,1.5499869999999871,5.568150631235051,1.4458519235217158,3.7352334323529695,2.6732711794871875,5.563006073273785,0.001583423,1.8349483799427588,4.357832712587807,-6.9229996,1.3707596347904727,53.93248320501115,50.91747418997138,47.05204451283175,3.386254082465588,0.069360948,0.033359758
2021/3/24,391,387.519989,392.75,387.470001,97588600,1.75,5.548498512487031,1.4272614026083084,2.379353202941161,3.3404496282051355,5.542442184077307,-0.003036777,-3.029054251,4.181227052020734,-9.80101015,1.3757296720611325,52.11681309487555,48.48547287460434,41.75459173787901,3.177087313,-0.31088611,0.034768736
2021/3/25,385.980011,389.700012,390.549988,383.899994,116128600,4.569976999999994,5.623506125365982,1.5827659847188793,0.9855867294117502,3.654744532051268,5.6228200798529455,0.002838643,2.4931231669610154,3.709820462971195,-8.499988,1.413154437,51.82672925774387,51.246561583480506,47.87818120213626,3.214508235,0.1304780824451045,0.035962961
2021/3/26,390.929993,395.980011,396.410004,390.290009,114409100,5.480011,5.697386030419345,1.468031826541712,1.6057938558823253,3.985771788461534,5.701628795895754,0.018469118,16.39479798159888,3.732702732,-3.04248805,1.431247382478085,53.95028583542906,58.19739899079944,52.54213103143566,3.5169374509914144,1.319334172397143,0.037397278
2021/3/29,394.399994,395.779999,396.75,392.809998,108107600,2.350006000000008,5.578044748373597,1.361727505396838,2.0011752970588645,3.952117942307723,5.574064435735067,0.017375987,15.828391692789523,3.456425460637905,-4.01950045,1.373774997212717,55.271589172417634,57.91419584639476,47.88258535649333,3.421989979468423,1.2348892124094817,0.038986196
2021/3/30,394.420013,394.730011,395.450012,393.019989,76262200,1.029999000000032,5.386913635562765,1.2632179373703656,2.512499823529424,3.711798051282017,5.370491190890859,0.013905063,12.72714739016573,2.9299131235191878,-5.9999877,1.2870006432996142,55.63558401330605,56.36357369508286,43.56273920336197,3.219894552852381,1.005554471567588,0.040597975
2021/3/31,395.339996,396.329987,398,395.309998,112734200,2.660004000000015,5.243500808471557,1.1719180714962791,3.622528949999946,3.365515083333434,5.218676082331067,0.01712749,16.400304177823745,2.421180589222784,-5.68901165,1.2209066776345356,56.49044004,58.20015208891186,49.059709168003245,3.1560939287712007,1.2539224763825303,0.042309661
2021/4/1,398.399994,400.609985,400.670013,398.179993,99682900,2.2700189999999907,5.182360134240566,1.087288646,5.782237261764635,3.4171803205128413,5.155224845110471,0.027215217,25.44050417970037,2.325891482322356,-2.69551265,1.191261747137332,58.56704405562206,62.72025208985018,54.96462200130164,3.1288464117453736,1.8591733675778157,0.044369934
2021/4/5,403.459991,406.359985,406.940002,403.380005,91684800,3.4800109999999904,5.259947229811608,1.0088323462007478,7.737618661764657,3.2512808782051934,5.239995201166939,0.039495509,35.52739904724037,2.9780728462410675,2.075486499999954,1.2255161653400963,61.63259587828811,67.76369952362019,61.773926091119215,3.4280028487220053,2.447931623908281,0.047079818
2021/4/6,405.76001,406.119995,407.23999,405.399994,62021000,1.479979999999955,5.0289588568938735,0.9360903179381904,9.649441202941093,3.480509929487198,4.994837679289915,0.036255257,34.70825791159582,3.674953711058625,0.5069961500000204,1.1231505928591647,63.539773570791375,67.35412896,51.266792544121785,3.293906291700863,2.1285026398157973,0.050257711
2021/4/7,405.940002,406.589996,406.959991,405.450012,55836300,1.0199890000000096,4.791489677264872,0.8686390035135327,11.596088285294115,4.252110897435898,4.743731248641197,0.035725538,35.530082379182026,4.147902219592259,-0.26050285,1.0217888179473291,64.94819611039125,67.76504118959102,60.06558466282721,3.006867502015064,1.9637240633400173,0.053798055
2021/4/8,407.929993,408.519989,408.579987,406.929993,57863100,0.6499939999999924,4.602591932910443,0.8060872619796123,13.282998235294144,4.734226467948759,4.545431094506025,0.038405707,38.92942140725808,5.192747377057075,0.3174912500000459,0.946316264,66.45370097480385,69.46471070362904,67.50292449923015,2.8747845018231546,1.9876672729079696,0.05771093
2021/4/9,408.390015,411.48999,411.670013,408.26001,61104600,3.2799979999999778,4.522239899306412,0.7480737473747137,14.832175964705868,5.410188058,4.463715159457412,0.042889216,43.83706177996158,6.596392540183979,2.20599355,0.9247141149108856,68.27531095,71.91853088998079,73.61810358843455,2.895283692125708,2.103850468596726,0.062071222
2021/4/12,410.850006,411.640015,411.929993,410.200012,56704900,1.079987000000017,4.334241664,0.6942645180284698,15.340087235294106,6.076343955128209,4.267076620978904,0.039728259,44.08151054657729,7.567929868,1.2690190499999972,0.8571622180880563,69.53045905544921,72.04075527328864,78.56428347604101,2.8043044833518302,1.9394112796150305,0.066736388
2021/4/13,411.529999,412.859985,413.529999,411.119995,56551000,2,4.204771552772615,0.6443508541605282,15.72491220588239,6.882111705128182,4.133563678613471,0.039856904,46.134646660769846,8.387737901,1.3554899000000091,0.8185099827561155,70.70941381376113,73.06732333038492,82.39941823490027,2.68960939,1.8699320172827232,0.071659271
2021/4/14,412.829987,411.450012,413.959991,410.869995,61659900,1.1300039999999854,4.129811429631016,0.5980472634447989,16.270881299999985,7.0278164935896825,4.058572033358905,0.033329661,39.74826225541917,9.046488776176671,-1.24098365,0.8119397745356437,70.43098625174395,69.87413112770957,69.29536267564905,2.4744077335374377,1.5827129454597797,0.076613373
2021/4/15,413.73999,415.869995,416.160004,413.690002,60229800,2.4200140000000374,4.168801686260379,0.5550896564719554,16.86385445882354,7.598137365384559,4.105363390182518,0.041542756,47.494660477572175,9.889402847400715,2.3444992000000866,0.8472106913584188,71.53643424742467,73.74733023878609,73.83171795599709,2.5073219493910126,1.8654235423940964,0.081817543
2021/4/16,417.25,417.26001,417.910004,415.730011,82037300,0.6600040000000149,4.035218200655423,0.5152336760181674,17.207941644117625,8.411021013,3.967119912317798,0.042245076,49.68548263424199,10.270254296513576,3.14251285,0.8014638446867127,72.6385366,74.84274132,77.69760372766079,2.462815954210916,1.8877623565285504,0.087234716
2021/4/19,416.26001,415.209991,416.73999,413.790009,78498500,0.47998,3.997272931349624,0.6174953527582397,17.179706058823513,9.150508833333332,3.931439575622255,0.034968835,40.38214846533039,10.120890491790878,0.6174938500000167,0.8094610539741751,71.82271581354847,70.19107423266519,66.93576984213887,2.413024149047971,1.5687878635817285,0.09259116
2021/4/20,413.910004,412.170013,415.089996,410.589996,81851800,1.1799919999999702,4.039059203726866,0.8027895658480568,16.55314725588238,9.417305462,3.980843046558869,0.025610579,27.706526742745776,9.438794543219348,-2.88048435,0.8561598293923894,69.16623166615662,63.85326337137289,59.02085739999634,2.487975468186261,1.2036863817629229,0.097594008
2021/4/21,411.51001,416.070007,416.290009,411.359985,66793000,4.779998999999975,4.098819210014726,0.7452083348421191,15.96000086470582,9.470319999999958,4.048924409436068,0.033370668,35.72476964842271,9.062709700232316,0.4920087499999681,0.8930370707446207,68.73161605217487,67.86238482421135,63.08132193445372,2.3653123759780468,1.4940730218730611,0.1024886380845302
2021/4/22,415.890015,412.269989,416.779999,411.130005,97582800,0.8899839999999699,4.202819425039672,0.6917731163035903,14.706735973529304,9.353589307692287,4.163729222354997,0.022335078,21.57554209109516,8.091209778762588,-3.8395095,0.963827295,66.08366771663245,60.78777104554757,57.90648717680275,2.1867102449325166,1.037191752817612,0.106941452
2021/4/23,412.869995,416.73999,418.25,412.790009,73209200,5.380004999999983,4.321927989923062,0.6421831857723871,13.363794432352904,9.450192141,4.293929840239341,0.031503207,30.724282416992736,7.256403865797262,0.3154921500000114,1.0176839659838903,65.84315888058708,65.36214120849637,61.44210574224587,2.136547745415136,1.386426253843321,0.1112571167064979
2021/4/26,417.440002,417.609985,418.220001,416.809998,52182400,0.7799990000000321,4.131528219069131,0.5961599352322784,12.844235711764668,9.202692808,4.092265121117021,0.031091707,32.377740811105994,6.508319212143337,1.1179868499999657,0.9274087121415832,65.95839605557572,66.18887041,64.62713013102214,2.315923102994647,1.3671439338030156,0.1154353017700726
2021/4/27,417.929993,417.519989,418.140015,416.299988,51303100,0.2100219999999808,3.9780553157295073,0.5899873109910281,12.849354444117637,8.626732032,3.930892746477445,0.028131844,32.02669393,5.8360049087200725,1.3299912499999778,0.8626879895742525,65.97671303,66.01334696445664,59.680053711229405,2.143931378899921,1.2635068454057143,0.1194098411094302
2021/4/28,417.809998,417.399994,419.01001,416.899994,51238900,1.2000120000000152,3.852982244012444,0.5477241967899686,12.846826076470675,8.15249959,3.8004561753024446,0.025426844,31.52586897,5.122068157081371,1.4894960500000138,0.8152797496090635,65.90545351231823,65.76293449,55.38582155404599,2.022604104718978,1.167828652339239,0.1231261029620123
2021/4/29,420.320007,420.059998,420.720001,416.440002,78544300,0.3999940000000492,3.88156459,0.508496612,13.039913932352874,7.577116135,3.834800662872901,0.028990398,37.21185380616332,4.696864578835795,4.183501199999967,0.8379550125974918,66.80561130923938,68.60592690308167,59.04875034909226,1.9928314280790755,1.319522992050673,0.1267331619127398
2021/4/30,417.630005,417.299988,418.540009,416.339996,85527000,0.9100040000000148,3.870753306091169,0.4792464058338027,12.696413502941256,6.919229557692347,3.8265804383528335,0.019369292,25.561264398980917,3.968594449836361,1.407991299999992,0.8498903274839149,65.46395160598975,62.78063219949046,54.228160130892114,2.010656244452499,0.9972401381826655,0.1299797474102249
2021/5/3,419.429993,418.200012,419.839996,417.670013,68128300,0.4100029999999606,3.781726111298244,0.444935763,12.226914385294094,6.017243794871888,3.734470980166687,0.018839745,27.71663880973544,3.366411394546861,2.319515850000016,0.8159686526558649,64.92874087,63.85831940486771,58.08668684201941,1.9458334592665467,1.0230886747103438,0.1329164107157332
2021/5/4,416.070007,415.619995,416.600006,411.670013,101591200,0.5299990000000321,3.965543320160113,0.8425736037235709,11.089915323529452,5.125191878205214,3.9345780674632818,0.010694194,17.237104606919043,2.818234008007476,-5.00E-08,0.9210489025870844,62.82534468267478,58.61855230345952,53.642623034183146,2.331944558384018,0.7184681655956157,0.1353485931434583
2021/5/5,417.380005,415.75,417.630005,415.149994,60162200,0.25,3.866205695780135,0.7822704236801751,10.168679294117624,4.402115666666703,3.830474379231422,0.009125502,17.603983633914254,2.3066131493407678,-0.02049555,0.8775281016226083,61.48422706,58.80199181695713,57.40693151416598,2.441281362347446,0.6841916684058632,0.1373094404810482
2021/5/6,415.829987,419.070007,419.209991,413.679993,74321400,3.3800039999999854,3.977440950984095,0.726291085,9.073736467647109,4.040961474358994,3.9520924351219873,0.014877882,26.55758558029448,1.972119202021607,3.389510849999965,0.9304443186974546,62.08241563722835,63.27879279014724,61.22622817345075,2.359253232600072,1.0139738859857286,0.1390495928957014
2021/5/7,419.890015,422.119995,422.820007,419.160004,67733800,2.929992,3.962237940647809,0.6743244672286448,8.853442802941117,3.553203756410141,3.9376325848287257,0.019814378,33.68670649005251,2.2219690088725987,6.361497450000002,0.9190083486324756,63.66939483982765,66.84335324502625,65.45951069063487,2.656468258066731,1.3534407722534063,0.1407566639412216
2021/5/10,422.5,417.940002,422.73999,417.809998,81852400,0.2399899999999775,4.026914814806433,0.7226640350086871,8.326411585294181,3.359165724359002,4.008627902719211,0.008092441,16.933764890806607,2.0510434322852187,2.145504399999993,0.9617188695402074,61.935224041686205,58.46688244540331,59.09088781459769,2.532043281107996,0.7761747084898113,0.1420897951977862
2021/5/11,413.100006,414.209991,415.269989,410.059998,116888000,2.169983000000002,4.284381661371084,1.225356294471138,7.3969673264705875,2.846409166666604,4.285562264085468,-0.0016316,4.365403797550831,1.3917190133460973,-1.66800725,1.0946510496520807,58.68438332738262,52.18270189877542,52.81346614021746,3.0289915400500917,0.2054705591701291,0.1428069087740846
2021/5/12,411.230011,405.410004,412.589996,404,134811000,1.359984999999995,4.680275092239268,1.5711603355435837,5.243114158823516,1.857051429487228,4.709314741044018,-0.022777848,-18.02155073,0.2295895157666224,-10.4294948,1.3050818250189462,52.7859971,40.98922463675433,44.26358720884031,3.3176588219500838,-1.312439074,0.1423740622098046
2021/5/13,407.070007,410.279999,412.350006,407.019989,106394000,5.279999000000032,4.831227045725244,1.4587920292003764,3.2305268323529504,1.1117957371795342,4.868851959238579,-0.011377156,-4.643799175,-0.552128119,-5.69650085,1.343182279234359,51.08336486895217,47.67810041251011,53.76046210588096,3.2893093150976958,-0.669797573,0.1413007733371163
2021/5/14,413.209991,416.579987,417.48999,413.179993,82201600,4.279998999999975,4.990109451,1.3544696931000972,1.4529068264706666,0.7334618974359159,5.036273420954182,0.003054215,9.627229989672188,-0.802219515,0.5299871,1.377254338169343,52.32678157758015,54.81361499,61.33426838880914,3.562708808897916,0.5405227437479896,0.1401067450500726
2021/5/17,415.390015,415.519989,416.390015,413.359985,65129200,1,4.871895248032546,1.2576159018296966,-0.218121415,0.2001278525639804,4.906397666633787,0.000128657,6.983550457272552,-0.970689125,-0.7655105,1.2999897863355057,52.71511279459887,53.49177522863628,51.61006655051432,3.3281627318600164,0.2456743182373387,0.1387177631236857
2021/5/18,415.799988,411.940002,416.059998,411.769989,59810200,0.2600100000000225,4.833039316314122,1.2813814793896086,-0.546944738,-0.258075609,4.862325134178998,-0.008515665,-1.643357243,-1.440429991,-4.49649695,1.2753045595763146,51.53618232257743,49.17832137853454,43.42916619302027,3.162623043111442,-0.705696386,0.136905915
2021/5/19,406.920013,410.859985,411.049988,405.329987,106467100,4.129975000000002,4.951685375123555,1.6502022743068097,-0.907211206,-0.792821449,4.98727799,-0.010932002,-4.154343899,-1.935395235,-5.7530139,1.3226792280087314,50.33173089854679,47.92282805,36.73047831541896,3.474754372338923,-1.085003275,0.1346606983690712
2021/5/20,411.799988,415.279999,416.630005,411.670013,78022200,4.830016999999998,5.006318811892164,1.5322273489160774,-0.447297318,-0.968461641,5.043237148,-0.000646036,6.379555009566041,-1.856569307,-1.33650025,1.319378347287597,51.284413100625535,53.18977750478302,46.19841214289865,3.747637384497118,0.064530362,0.1323507598456563
